session_id,station_name,line,session_date,session_hour,duration_min,data_mb,anonymised_user_token,device_type,os_type,gdpr_consent,retention_flag,data_tier
TFL-0000211,Heathrow T1,Circle,2023-02-05,18,82,407.51,TFL-476607-ANON,Tablet,macOS,Yes,Purged,Public
TFL-0000212,Heathrow T1,Piccadilly,2023-10-27,1,65,321.27,TFL-827202-ANON,Mobile,Android,Yes,Purge_Pending,Sensitive
TFL-0000213,Euston,Circle,2023-07-30,12,115,247.23,TFL-822857-ANON,Tablet,Windows,Yes,Purge_Pending,Public
TFL-0000214,Victoria,Northern,2023-09-09,11,4,210.32,TFL-943679-ANON,Mobile,iOS,No,Purged,Sensitive
TFL-0000215,Stratford,Elizabeth,2023-04-20,11,30,384.5,TFL-213606-ANON,Mobile,Android,Yes,Purge_Pending,Sensitive
TFL-0000216,Canary Wharf,Northern,2024-02-21,6,118,278.78,TFL-737101-ANON,Tablet,Android,No,Purge_Pending,Public
TFL-0000217,Canary Wharf,Victoria,2024-03-25,15,73,225.21,TFL-603061-ANON,Tablet,Windows,Yes,Retain,Sensitive
TFL-0000218,Canary Wharf,Central,2024-10-03,11,52,155.6,TFL-713276-ANON,Tablet,Android,No,Purged,Public
TFL-0000219,Canary Wharf,Northern,2023-09-20,13,61,83.86,TFL-308976-ANON,Tablet,Windows,No,Purge_Pending,Public
TFL-0000220,Waterloo,Central,2024-06-24,17,28,122.38,TFL-822974-ANON,Tablet,Android,No,Retain,Internal
TFL-0000221,Heathrow T1,Elizabeth,2023-01-28,10,18,184.89,TFL-398083-ANON,Laptop,Android,No,Purged,Public
TFL-0000222,King's Cross,Circle,2023-08-07,10,96,249.43,TFL-560229-ANON,Mobile,macOS,Yes,Purged,Public
TFL-0000223,Euston,District,2023-01-15,16,15,438.47,TFL-143939-ANON,Laptop,Windows,Yes,Retain,Sensitive
TFL-0000224,Paddington,District,2024-03-24,17,91,317.97,TFL-873872-ANON,Tablet,Android,Yes,Retain,Sensitive
TFL-0000225,Victoria,District,2024-07-13,10,26,118.49,TFL-417247-ANON,Tablet,Windows,No,Purge_Pending,Internal
TFL-0000226,Liverpool Street,Elizabeth,2024-11-21,0,45,58.41,TFL-416479-ANON,Mobile,Windows,Yes,Retain,Public
TFL-0000227,Victoria,Piccadilly,2023-05-05,21,106,478.9,TFL-900845-ANON,Laptop,iOS,No,Purge_Pending,Sensitive
TFL-0000228,London Bridge,Central,2023-01-09,10,32,444.08,TFL-971895-ANON,Mobile,Android,No,Purge_Pending,Public
TFL-0000229,Paddington,Northern,2023-07-21,16,62,467.31,TFL-243851-ANON,Laptop,iOS,Yes,Retain,Sensitive
TFL-0000230,Victoria,Victoria,2023-05-16,16,114,41.69,TFL-150766-ANON,Tablet,iOS,Yes,Purge_Pending,Internal
TFL-0000231,Euston,Jubilee,2024-05-15,8,30,271.75,TFL-789203-ANON,Mobile,macOS,No,Purge_Pending,Internal
TFL-0000232,Canary Wharf,Elizabeth,2024-06-23,5,10,33.13,TFL-270242-ANON,Tablet,iOS,Yes,Purged,Public
TFL-0000233,Canary Wharf,Central,2023-08-25,18,62,50.54,TFL-832889-ANON,Mobile,macOS,No,Purge_Pending,Sensitive
TFL-0000234,King's Cross,Elizabeth,2023-10-17,16,112,367.13,TFL-768466-ANON,Tablet,Windows,No,Purge_Pending,Internal
TFL-0000235,Liverpool Street,Circle,2024-11-03,19,68,402.76,TFL-491857-ANON,Tablet,macOS,No,Purged,Sensitive
TFL-0000236,Euston,Northern,2024-08-24,5,47,370.79,TFL-344244-ANON,Laptop,iOS,No,Retain,Public
TFL-0000237,London Bridge,Piccadilly,2023-09-18,20,109,408.09,TFL-891265-ANON,Mobile,Windows,No,Purged,Internal
TFL-0000238,Waterloo,Northern,2024-12-07,15,117,184.9,TFL-527070-ANON,Laptop,Windows,No,Purge_Pending,Sensitive
TFL-0000239,Victoria,Central,2024-09-24,22,104,269.09,TFL-379140-ANON,Mobile,macOS,No,Purged,Sensitive
TFL-0000240,Euston,District,2024-10-28,21,21,473.92,TFL-509689-ANON,Tablet,iOS,Yes,Purge_Pending,Sensitive
TFL-0000241,London Bridge,Piccadilly,2023-03-12,15,9,252.95,TFL-147146-ANON,Laptop,macOS,Yes,Retain,Sensitive
TFL-0000242,Heathrow T1,Northern,2023-07-13,16,67,280.53,TFL-186667-ANON,Tablet,iOS,No,Purge_Pending,Public
TFL-0000243,London Bridge,Northern,2023-12-04,0,14,467.4,TFL-257964-ANON,Laptop,iOS,Yes,Purged,Sensitive
TFL-0000244,Euston,Elizabeth,2024-11-02,0,85,191.85,TFL-471077-ANON,Tablet,macOS,No,Retain,Internal
TFL-0000245,Victoria,Victoria,2024-04-05,22,81,415.45,TFL-359488-ANON,Mobile,iOS,No,Retain,Sensitive
TFL-0000246,Heathrow T1,Victoria,2024-09-23,15,113,168.26,TFL-205740-ANON,Tablet,iOS,No,Purged,Internal
TFL-0000247,Heathrow T1,Northern,2023-08-16,12,15,357.3,TFL-467695-ANON,Mobile,macOS,No,Retain,Sensitive
TFL-0000248,Euston,Jubilee,2023-06-25,13,99,5.11,TFL-156803-ANON,Mobile,iOS,Yes,Purged,Internal
TFL-0000249,London Bridge,Central,2023-07-02,9,49,260.93,TFL-200618-ANON,Mobile,Windows,No,Purged,Sensitive
TFL-0000250,King's Cross,Central,2024-06-22,4,103,100.25,TFL-656542-ANON,Laptop,iOS,Yes,Retain,Sensitive
TFL-0000251,London Bridge,Piccadilly,2023-08-05,22,10,89.9,TFL-958884-ANON,Mobile,macOS,No,Purged,Public
TFL-0000252,Euston,Circle,2023-09-01,2,73,34.35,TFL-137781-ANON,Tablet,Android,No,Purged,Sensitive
TFL-0000253,Liverpool Street,Northern,2024-07-11,9,73,133.31,TFL-300141-ANON,Laptop,Android,No,Purged,Sensitive
TFL-0000254,Canary Wharf,Central,2024-06-27,2,64,399.25,TFL-863793-ANON,Mobile,macOS,No,Purged,Sensitive
TFL-0000255,Paddington,Northern,2023-09-30,15,15,386.03,TFL-825814-ANON,Tablet,Windows,No,Retain,Public
TFL-0000256,Paddington,Jubilee,2024-04-17,4,45,347.09,TFL-299599-ANON,Tablet,Android,No,Purged,Sensitive
TFL-0000257,Paddington,District,2023-10-15,2,33,465.27,TFL-806173-ANON,Mobile,macOS,Yes,Purged,Sensitive
TFL-0000258,London Bridge,Jubilee,2023-07-12,5,110,88.46,TFL-933346-ANON,Laptop,Android,No,Purged,Sensitive
TFL-0000259,Heathrow T1,Elizabeth,2023-09-08,9,44,187.41,TFL-217729-ANON,Laptop,iOS,Yes,Purged,Public
TFL-0000260,London Bridge,Elizabeth,2024-02-08,15,86,349.95,TFL-290780-ANON,Mobile,macOS,No,Purged,Public
TFL-0000261,Stratford,District,2023-12-11,15,64,90.05,TFL-362979-ANON,Mobile,Windows,No,Purged,Public
TFL-0000262,King's Cross,Circle,2024-08-30,5,70,83.7,TFL-639941-ANON,Mobile,macOS,Yes,Purged,Internal
TFL-0000263,Waterloo,Elizabeth,2023-11-03,15,60,63.77,TFL-603580-ANON,Laptop,Windows,No,Purged,Public
TFL-0000264,Canary Wharf,Jubilee,2024-08-10,22,83,7.36,TFL-772600-ANON,Laptop,Windows,Yes,Purge_Pending,Public
TFL-0000265,Waterloo,District,2024-11-18,23,20,340.41,TFL-991866-ANON,Tablet,Windows,No,Purge_Pending,Internal
TFL-0000266,London Bridge,Elizabeth,2023-10-11,11,85,139.93,TFL-463642-ANON,Mobile,macOS,Yes,Purge_Pending,Sensitive
TFL-0000267,Stratford,District,2023-12-25,10,95,94.82,TFL-490150-ANON,Tablet,Windows,Yes,Purged,Internal
TFL-0000268,Paddington,Jubilee,2023-01-22,21,25,445.12,TFL-222146-ANON,Mobile,Windows,Yes,Retain,Public
TFL-0000269,Liverpool Street,Central,2023-06-20,19,39,123.49,TFL-893048-ANON,Tablet,Android,No,Purged,Internal
TFL-0000270,Stratford,Victoria,2024-02-21,7,61,314.81,TFL-660583-ANON,Laptop,macOS,Yes,Purge_Pending,Sensitive
TFL-0000271,Heathrow T1,Victoria,2024-07-23,20,119,64.29,TFL-162762-ANON,Mobile,Windows,Yes,Purged,Internal
TFL-0000272,Liverpool Street,Circle,2023-04-29,22,28,96.12,TFL-957391-ANON,Mobile,Android,No,Purged,Public
TFL-0000273,London Bridge,Northern,2023-09-17,14,92,121.17,TFL-195530-ANON,Laptop,macOS,No,Retain,Internal
TFL-0000274,Stratford,Piccadilly,2024-03-31,12,89,492.34,TFL-498258-ANON,Mobile,Android,Yes,Purge_Pending,Internal
TFL-0000275,Victoria,Circle,2023-05-19,3,12,227.83,TFL-427329-ANON,Tablet,iOS,No,Purge_Pending,Internal
TFL-0000276,Canary Wharf,Circle,2024-05-20,7,81,183.51,TFL-412023-ANON,Tablet,iOS,No,Retain,Public
TFL-0000277,Victoria,Elizabeth,2023-05-27,4,88,206.17,TFL-725502-ANON,Laptop,Windows,Yes,Purge_Pending,Internal
TFL-0000278,King's Cross,Circle,2024-05-21,4,5,343.42,TFL-700524-ANON,Laptop,Windows,Yes,Purge_Pending,Sensitive
TFL-0000279,King's Cross,Victoria,2024-11-28,6,43,335.95,TFL-311403-ANON,Mobile,iOS,No,Purged,Internal
TFL-0000280,King's Cross,District,2023-02-27,16,35,190.5,TFL-345599-ANON,Mobile,Android,No,Purge_Pending,Public
TFL-0000281,Heathrow T1,Piccadilly,2024-05-27,3,68,324.8,TFL-954551-ANON,Laptop,Windows,No,Retain,Internal
TFL-0000282,King's Cross,Northern,2024-08-26,18,72,69.34,TFL-498359-ANON,Mobile,macOS,No,Retain,Sensitive
TFL-0000283,Canary Wharf,Piccadilly,2023-03-02,5,21,324.83,TFL-829337-ANON,Tablet,macOS,Yes,Retain,Internal
TFL-0000284,Waterloo,Northern,2023-07-22,17,75,438.3,TFL-116057-ANON,Mobile,macOS,No,Retain,Internal
TFL-0000285,Victoria,Victoria,2023-01-05,12,95,21.62,TFL-600945-ANON,Mobile,macOS,Yes,Retain,Public
TFL-0000286,Liverpool Street,Central,2023-10-23,6,66,382.14,TFL-652736-ANON,Tablet,Android,Yes,Purged,Sensitive
TFL-0000287,Liverpool Street,Northern,2023-05-18,9,5,201.86,TFL-186189-ANON,Tablet,Android,Yes,Purged,Public
TFL-0000288,Stratford,Jubilee,2023-06-27,15,116,140.22,TFL-380775-ANON,Laptop,Android,No,Retain,Internal
TFL-0000289,Heathrow T1,Jubilee,2023-07-29,2,83,190.21,TFL-601656-ANON,Mobile,Android,Yes,Purge_Pending,Internal
TFL-0000290,Heathrow T1,Central,2023-12-10,22,53,173.03,TFL-305057-ANON,Mobile,macOS,No,Purge_Pending,Internal
TFL-0000291,Euston,Central,2023-05-17,23,47,269.93,TFL-991096-ANON,Laptop,Windows,Yes,Purged,Sensitive
TFL-0000292,Paddington,Victoria,2024-05-02,2,19,198.93,TFL-129149-ANON,Laptop,Android,Yes,Purge_Pending,Sensitive
TFL-0000293,Paddington,Elizabeth,2023-07-12,0,96,297.48,TFL-915779-ANON,Tablet,macOS,Yes,Retain,Sensitive
TFL-0000294,Liverpool Street,Jubilee,2024-06-17,13,69,469.89,TFL-674127-ANON,Laptop,Windows,Yes,Purged,Public
TFL-0000295,Canary Wharf,Piccadilly,2023-04-19,19,14,341.89,TFL-268325-ANON,Laptop,macOS,No,Retain,Internal
TFL-0000296,Paddington,Elizabeth,2023-10-06,2,63,245.56,TFL-817272-ANON,Laptop,Android,No,Purge_Pending,Internal
TFL-0000297,Canary Wharf,District,2024-08-28,9,51,226.74,TFL-831513-ANON,Mobile,Windows,Yes,Purged,Internal
TFL-0000298,Liverpool Street,District,2023-09-27,13,91,287.02,TFL-389962-ANON,Mobile,macOS,No,Purge_Pending,Sensitive
TFL-0000299,London Bridge,Piccadilly,2023-11-27,8,68,86.03,TFL-499424-ANON,Laptop,Android,No,Retain,Internal
TFL-0000300,Paddington,Jubilee,2024-06-16,15,103,177.35,TFL-655542-ANON,Tablet,iOS,No,Purge_Pending,Internal
TFL-0000301,Euston,Elizabeth,2023-05-10,18,52,350.86,TFL-855256-ANON,Mobile,macOS,Yes,Retain,Public
TFL-0000302,Waterloo,Elizabeth,2024-07-09,14,45,455.61,TFL-561019-ANON,Tablet,Windows,No,Purged,Public
TFL-0000303,Paddington,Elizabeth,2023-02-04,1,117,376.69,TFL-588448-ANON,Laptop,iOS,No,Purge_Pending,Public
TFL-0000304,Liverpool Street,Piccadilly,2023-10-26,23,85,347.32,TFL-157118-ANON,Mobile,iOS,Yes,Retain,Internal
TFL-0000305,Liverpool Street,Jubilee,2023-05-05,5,74,389.68,TFL-459196-ANON,Mobile,Windows,No,Purge_Pending,Internal
TFL-0000306,Heathrow T1,Piccadilly,2023-03-26,19,30,315.91,TFL-559517-ANON,Mobile,iOS,No,Retain,Public
TFL-0000307,Victoria,Northern,2023-10-20,2,90,324.3,TFL-124488-ANON,Laptop,Windows,Yes,Retain,Internal
TFL-0000308,Waterloo,Central,2023-01-22,22,23,193.67,TFL-391374-ANON,Laptop,Android,Yes,Purged,Internal
TFL-0000309,Waterloo,Victoria,2023-02-05,9,82,18.88,TFL-268775-ANON,Tablet,macOS,Yes,Purge_Pending,Sensitive
TFL-0000310,Liverpool Street,Northern,2023-08-26,21,58,451.64,TFL-449065-ANON,Laptop,Windows,No,Retain,Sensitive
TFL-0000311,King's Cross,Central,2023-11-24,13,61,9.82,TFL-900776-ANON,Laptop,iOS,No,Purge_Pending,Public
TFL-0000312,Stratford,Piccadilly,2024-07-29,9,10,80.72,TFL-371302-ANON,Laptop,iOS,Yes,Purged,Sensitive
TFL-0000313,King's Cross,Victoria,2023-08-04,3,32,13.54,TFL-510710-ANON,Tablet,iOS,No,Purge_Pending,Internal
TFL-0000314,Waterloo,Jubilee,2023-02-16,9,80,290.05,TFL-192816-ANON,Mobile,Windows,No,Retain,Public
TFL-0000315,London Bridge,Central,2024-08-24,5,74,364.15,TFL-479360-ANON,Laptop,macOS,No,Retain,Public
TFL-0000316,Heathrow T1,Piccadilly,2023-02-17,17,104,468.08,TFL-831394-ANON,Laptop,Android,Yes,Retain,Public
TFL-0000317,Waterloo,District,2023-02-16,23,5,379.74,TFL-880456-ANON,Tablet,Windows,Yes,Retain,Sensitive
TFL-0000318,Victoria,Circle,2024-10-14,12,67,193.91,TFL-254675-ANON,Mobile,Android,Yes,Purged,Public
TFL-0000319,Euston,District,2023-01-27,21,58,110.81,TFL-590176-ANON,Laptop,Windows,No,Purged,Public
TFL-0000320,Euston,Victoria,2023-09-04,9,45,147.26,TFL-855192-ANON,Laptop,Windows,Yes,Purged,Sensitive
TFL-0000321,Paddington,Circle,2024-10-06,17,56,448.48,TFL-651707-ANON,Laptop,iOS,Yes,Purge_Pending,Public
TFL-0000322,Stratford,Central,2024-03-17,11,66,322.63,TFL-328584-ANON,Tablet,iOS,Yes,Retain,Public
TFL-0000323,London Bridge,Central,2023-04-21,6,62,116.55,TFL-863223-ANON,Laptop,iOS,No,Purge_Pending,Sensitive
TFL-0000324,Waterloo,Circle,2023-10-17,10,94,27.34,TFL-664406-ANON,Mobile,iOS,Yes,Retain,Internal
TFL-0000325,Victoria,Northern,2024-10-23,20,106,429.79,TFL-230911-ANON,Mobile,Android,No,Retain,Public
TFL-0000326,London Bridge,Elizabeth,2023-07-29,4,109,169.51,TFL-723985-ANON,Tablet,iOS,No,Retain,Sensitive
TFL-0000327,Heathrow T1,Northern,2024-06-11,6,3,113.9,TFL-341495-ANON,Laptop,Android,Yes,Retain,Public
TFL-0000328,Victoria,Circle,2023-03-24,14,103,354.82,TFL-482368-ANON,Laptop,macOS,Yes,Purge_Pending,Public
TFL-0000329,Stratford,Northern,2023-07-08,13,88,358.42,TFL-458156-ANON,Tablet,iOS,No,Purge_Pending,Internal
TFL-0000330,Stratford,Jubilee,2023-03-13,14,61,386.81,TFL-158640-ANON,Tablet,iOS,No,Retain,Public
TFL-0000331,Waterloo,Jubilee,2024-03-02,20,12,46.18,TFL-400726-ANON,Tablet,macOS,Yes,Purge_Pending,Public
TFL-0000332,King's Cross,Circle,2024-05-04,11,98,112.04,TFL-473774-ANON,Laptop,Android,No,Purge_Pending,Public
TFL-0000333,London Bridge,Victoria,2023-10-21,7,49,497.59,TFL-740685-ANON,Tablet,Android,No,Purge_Pending,Sensitive
TFL-0000334,Stratford,Central,2024-11-12,2,80,388.09,TFL-343464-ANON,Mobile,Windows,No,Purge_Pending,Public
TFL-0000335,Waterloo,Jubilee,2024-09-27,9,56,421.18,TFL-590326-ANON,Mobile,iOS,Yes,Retain,Internal
TFL-0000336,Euston,Circle,2024-06-28,5,35,44.43,TFL-482671-ANON,Tablet,Android,Yes,Retain,Public
TFL-0000337,Stratford,Circle,2024-08-24,11,104,230.79,TFL-523714-ANON,Laptop,Android,Yes,Purge_Pending,Public
TFL-0000338,London Bridge,Northern,2023-04-08,15,21,179.41,TFL-269308-ANON,Laptop,Android,Yes,Purge_Pending,Internal
TFL-0000339,Heathrow T1,Central,2024-05-28,3,82,460.85,TFL-846441-ANON,Mobile,Windows,Yes,Retain,Sensitive
TFL-0000340,Paddington,Victoria,2024-02-07,8,11,425.04,TFL-532809-ANON,Mobile,Android,Yes,Purge_Pending,Sensitive
TFL-0000341,Victoria,Victoria,2024-08-19,23,60,255.84,TFL-171318-ANON,Mobile,iOS,Yes,Purge_Pending,Sensitive
TFL-0000342,Canary Wharf,Circle,2024-03-12,23,46,61.23,TFL-806157-ANON,Laptop,iOS,Yes,Purged,Public
TFL-0000343,Waterloo,Circle,2024-08-03,3,96,341.46,TFL-549785-ANON,Mobile,Android,Yes,Retain,Sensitive
TFL-0000344,London Bridge,Northern,2024-04-11,1,111,321.75,TFL-544364-ANON,Mobile,Windows,Yes,Purged,Public
TFL-0000345,King's Cross,Piccadilly,2024-04-09,6,41,210.73,TFL-953904-ANON,Mobile,Windows,Yes,Purge_Pending,Public
TFL-0000346,Paddington,Circle,2023-12-22,23,19,101.86,TFL-989284-ANON,Tablet,iOS,Yes,Purge_Pending,Internal
TFL-0000347,Paddington,Piccadilly,2023-12-23,1,86,84.9,TFL-678491-ANON,Laptop,iOS,Yes,Purge_Pending,Sensitive
TFL-0000348,King's Cross,Piccadilly,2024-08-11,17,83,432.54,TFL-734667-ANON,Laptop,Windows,No,Purge_Pending,Public
TFL-0000349,Heathrow T1,Northern,2023-08-16,19,37,23.15,TFL-165518-ANON,Laptop,macOS,Yes,Purge_Pending,Internal
TFL-0000350,London Bridge,Victoria,2024-04-03,17,5,113.64,TFL-216619-ANON,Tablet,macOS,Yes,Purge_Pending,Internal
TFL-0000351,Victoria,Elizabeth,2023-12-14,1,60,295.54,TFL-739537-ANON,Mobile,iOS,No,Retain,Public
TFL-0000352,King's Cross,Jubilee,2023-03-30,7,22,415.65,TFL-167982-ANON,Laptop,Android,Yes,Retain,Public
TFL-0000353,King's Cross,Victoria,2024-06-18,12,111,249.4,TFL-241716-ANON,Mobile,Android,Yes,Purge_Pending,Public
TFL-0000354,Euston,Piccadilly,2023-09-23,5,82,28.9,TFL-429613-ANON,Laptop,Windows,No,Purged,Public
TFL-0000355,Victoria,Circle,2024-06-08,0,73,191.22,TFL-174395-ANON,Laptop,iOS,Yes,Purged,Sensitive
TFL-0000356,Euston,Piccadilly,2023-03-04,9,25,442.03,TFL-645449-ANON,Laptop,Windows,No,Retain,Public
TFL-0000357,Heathrow T1,Jubilee,2024-07-16,13,72,425.92,TFL-269269-ANON,Laptop,iOS,No,Retain,Sensitive
TFL-0000358,Waterloo,Jubilee,2023-11-22,3,84,186.17,TFL-303594-ANON,Laptop,iOS,Yes,Purged,Sensitive
TFL-0000359,Stratford,Circle,2023-05-29,23,93,439.83,TFL-125576-ANON,Laptop,iOS,No,Retain,Public
TFL-0000360,Heathrow T1,Victoria,2024-05-06,3,29,97.0,TFL-572132-ANON,Tablet,iOS,No,Purged,Internal
TFL-0000361,Waterloo,Piccadilly,2023-06-27,17,62,275.08,TFL-526802-ANON,Mobile,Android,No,Purged,Internal
TFL-0000362,Victoria,District,2024-11-08,6,83,188.4,TFL-869333-ANON,Mobile,macOS,No,Purged,Public
TFL-0000363,King's Cross,Piccadilly,2023-03-04,3,31,414.79,TFL-850155-ANON,Mobile,iOS,No,Purged,Sensitive
TFL-0000364,Heathrow T1,Circle,2024-09-21,4,66,244.33,TFL-493155-ANON,Tablet,Windows,No,Retain,Internal
TFL-0000365,Victoria,Elizabeth,2023-05-20,8,3,300.31,TFL-707907-ANON,Tablet,iOS,Yes,Purged,Internal
TFL-0000366,Waterloo,Northern,2023-10-07,13,3,116.29,TFL-958084-ANON,Laptop,Android,No,Purge_Pending,Public
TFL-0000367,King's Cross,Central,2024-10-22,16,81,265.42,TFL-120402-ANON,Tablet,macOS,Yes,Purge_Pending,Public
TFL-0000368,Victoria,Circle,2024-09-05,12,1,90.07,TFL-423056-ANON,Tablet,macOS,No,Purge_Pending,Sensitive
TFL-0000369,Paddington,District,2023-06-24,20,81,53.89,TFL-117844-ANON,Mobile,Windows,Yes,Purge_Pending,Public
TFL-0000370,Stratford,District,2024-07-19,7,55,152.86,TFL-723545-ANON,Tablet,macOS,No,Purge_Pending,Public
TFL-0000371,Waterloo,Central,2024-07-30,23,94,40.51,TFL-642000-ANON,Laptop,Android,Yes,Retain,Public
TFL-0000372,Liverpool Street,Central,2023-11-03,18,90,30.84,TFL-404263-ANON,Tablet,Windows,No,Purge_Pending,Public
TFL-0000373,Waterloo,Central,2024-08-01,11,49,160.33,TFL-306064-ANON,Mobile,iOS,No,Retain,Public
TFL-0000374,Liverpool Street,Elizabeth,2024-05-24,5,54,5.74,TFL-471801-ANON,Mobile,macOS,No,Retain,Sensitive
TFL-0000375,Canary Wharf,Northern,2023-03-10,23,24,318.59,TFL-676241-ANON,Laptop,iOS,Yes,Retain,Internal
TFL-0000376,Stratford,Jubilee,2023-04-24,4,42,241.95,TFL-173178-ANON,Laptop,Windows,No,Purge_Pending,Public
TFL-0000377,Euston,Circle,2023-09-19,10,14,298.82,TFL-964405-ANON,Mobile,iOS,No,Purged,Sensitive
TFL-0000378,Paddington,Central,2024-09-26,1,19,438.86,TFL-657148-ANON,Laptop,Android,No,Retain,Public
TFL-0000379,Waterloo,Piccadilly,2023-01-19,6,24,360.14,TFL-945135-ANON,Mobile,Android,Yes,Purged,Sensitive
TFL-0000380,Canary Wharf,Victoria,2024-01-13,0,70,251.89,TFL-748098-ANON,Laptop,Windows,No,Retain,Internal
TFL-0000381,London Bridge,Central,2023-03-14,15,113,394.33,TFL-282525-ANON,Laptop,Android,Yes,Purge_Pending,Public
TFL-0000382,Euston,District,2023-10-20,11,62,80.44,TFL-901812-ANON,Tablet,Windows,No,Retain,Sensitive
TFL-0000383,Victoria,Elizabeth,2024-03-06,10,32,350.5,TFL-609976-ANON,Mobile,Android,Yes,Purge_Pending,Public
TFL-0000384,Paddington,Victoria,2024-03-15,20,111,161.46,TFL-208081-ANON,Mobile,Windows,Yes,Purged,Public
TFL-0000385,Euston,Piccadilly,2024-11-07,18,84,467.54,TFL-665323-ANON,Tablet,Android,No,Purged,Sensitive
TFL-0000386,Liverpool Street,Victoria,2024-08-02,17,26,149.56,TFL-346283-ANON,Mobile,Windows,Yes,Purge_Pending,Public
TFL-0000387,Liverpool Street,District,2023-04-10,18,34,254.55,TFL-956447-ANON,Mobile,Windows,No,Retain,Sensitive
TFL-0000388,Stratford,District,2023-06-16,18,108,406.45,TFL-274348-ANON,Mobile,Windows,Yes,Purged,Public
TFL-0000389,Stratford,Piccadilly,2023-10-21,7,98,271.25,TFL-394559-ANON,Tablet,Android,No,Purge_Pending,Sensitive
TFL-0000390,Stratford,Jubilee,2024-01-18,6,89,149.44,TFL-154497-ANON,Mobile,Android,No,Purged,Internal
TFL-0000391,Liverpool Street,Jubilee,2024-07-15,2,18,67.19,TFL-165410-ANON,Tablet,iOS,Yes,Purge_Pending,Sensitive
TFL-0000392,Heathrow T1,Elizabeth,2023-11-10,20,60,381.48,TFL-204515-ANON,Tablet,iOS,No,Purge_Pending,Internal
TFL-0000393,Paddington,Circle,2024-09-10,11,10,122.76,TFL-180895-ANON,Mobile,macOS,No,Retain,Sensitive
TFL-0000394,Waterloo,Victoria,2023-05-30,5,62,429.41,TFL-567847-ANON,Tablet,Android,Yes,Purge_Pending,Public
TFL-0000395,Heathrow T1,District,2024-01-13,7,57,118.32,TFL-199620-ANON,Tablet,Android,Yes,Retain,Internal
TFL-0000396,Euston,Elizabeth,2024-04-20,11,46,291.9,TFL-233952-ANON,Mobile,macOS,Yes,Purged,Sensitive
TFL-0000397,Paddington,Central,2024-07-31,2,80,241.9,TFL-540699-ANON,Tablet,Windows,Yes,Retain,Sensitive
TFL-0000398,Canary Wharf,Northern,2024-09-09,14,105,295.11,TFL-876381-ANON,Tablet,macOS,No,Retain,Sensitive
TFL-0000399,King's Cross,Piccadilly,2024-10-22,8,74,487.89,TFL-481209-ANON,Mobile,macOS,Yes,Retain,Internal
TFL-0000400,Canary Wharf,Piccadilly,2023-11-26,4,10,208.51,TFL-785522-ANON,Mobile,Android,No,Retain,Public
TFL-0000401,Waterloo,Victoria,2024-04-03,10,25,107.95,TFL-825342-ANON,Laptop,macOS,Yes,Retain,Sensitive
TFL-0000402,Paddington,Northern,2023-06-12,6,112,313.36,TFL-416326-ANON,Mobile,iOS,No,Retain,Internal
TFL-0000403,Canary Wharf,Victoria,2024-08-11,19,19,479.75,TFL-828052-ANON,Laptop,Windows,Yes,Retain,Public
TFL-0000404,Euston,Northern,2024-09-01,3,25,206.4,TFL-378851-ANON,Tablet,Windows,Yes,Purge_Pending,Internal
TFL-0000405,Euston,Elizabeth,2023-07-21,3,39,362.02,TFL-324826-ANON,Tablet,Windows,No,Purge_Pending,Public
TFL-0000406,Liverpool Street,Jubilee,2024-09-13,2,116,3.56,TFL-470189-ANON,Laptop,macOS,No,Purged,Sensitive
TFL-0000407,London Bridge,Piccadilly,2023-01-16,21,81,82.47,TFL-855744-ANON,Mobile,iOS,Yes,Purge_Pending,Internal
TFL-0000408,Canary Wharf,District,2024-04-16,9,47,178.04,TFL-152222-ANON,Laptop,iOS,Yes,Retain,Sensitive
TFL-0000409,Waterloo,Piccadilly,2023-10-23,7,60,309.7,TFL-423373-ANON,Laptop,iOS,No,Purged,Sensitive
TFL-0000410,Victoria,Jubilee,2023-12-12,11,43,414.88,TFL-242622-ANON,Mobile,Windows,No,Purge_Pending,Sensitive
TFL-0000411,King's Cross,District,2024-05-12,2,74,431.37,TFL-677653-ANON,Tablet,macOS,No,Purge_Pending,Sensitive
TFL-0000412,Paddington,District,2024-06-17,2,114,473.11,TFL-850150-ANON,Tablet,Android,No,Retain,Internal
TFL-0000413,Stratford,Elizabeth,2024-03-18,2,43,413.05,TFL-202917-ANON,Laptop,Windows,Yes,Purge_Pending,Public
TFL-0000414,Liverpool Street,Jubilee,2024-01-27,3,90,12.53,TFL-718852-ANON,Tablet,Android,No,Purged,Sensitive
TFL-0000415,Paddington,Central,2023-10-26,6,12,271.09,TFL-108850-ANON,Mobile,Windows,Yes,Retain,Public
TFL-0000416,London Bridge,Piccadilly,2024-09-14,11,63,468.34,TFL-139914-ANON,Tablet,Android,Yes,Retain,Sensitive
TFL-0000417,London Bridge,Circle,2024-06-26,6,45,322.17,TFL-748347-ANON,Laptop,iOS,Yes,Purged,Public
